url,title_version,model_year,mileage,engine,transmission,fuel,price,description
https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-karachi-10914255,Honda City i-DSI 2006,2006,"114,000 km",1300 cc,Manual,Petrol,PKR 20.95 lacs,"Note: TRANSFER IS MUST & PRICE IS FIXED HONDA CITY iDSI MODEL 2006 REG 2006 CYPRUS BLUE COLOUR MECHANICS (WITH GUARANTEED) SEALED ENGINE ONLY PETROL 115,000 DRIVEN FRAME (WITH GUARANTEED) 100% IN FRAMES 100% ORIGINAL SEALS 0% RUST ORIGINAL LIGHTS & WIND SCREEN AS YET EXTERIOR IS ALMOST REPAINTED DOCUMENTS FIRST OWNER COMPLETE DOCUMENTS SELLER BIOMETRIC IS AVAILABLE INTERIOR EVERYTHING IS IN ORIGINAL CONDITION"
https://www.pakwheels.com/used-cars/honda-n-box-2022-for-sale-in-karachi-10858929,Honda N Box G Turbo L Package 2022,2022,"85,000 km",660 cc,Automatic,Petrol,PKR 34 lacs,"Honda N Box L Limited 2022 model Fresh clear Silver color 4 grade 85,000km Full original Call for more details"
https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-10914292,Honda Civic EXi Prosmatec 2002,2002,"170,000 km",1500 cc,Automatic,Petrol,PKR 13.5 lacs,Transmission Automatic Soundless own powerfull engine Smooth drive New tyres with alloyrims Central locking Inner totally genuine New seats cover installed Led panel installed Ac chilled Hid lights installed Body kits and spoiler installed Heavy sound system Tikli available Orignal no plates available Cplc clear Transfer must be available Minor touch ups he woh bhi 10 se 12k hazar me ho jayega Note: urgent sale for car parking issue Cell phone & whatsapp : 0*3*1*4*6*6*8*1*0*3*3 0*3*3*6*3*9*9*0*7*9*7
https://www.pakwheels.com/used-cars/honda-vezel-2017-for-sale-in-lahore-10914268,Honda Vezel 2017,2017,"131,554 km",1500 cc,Automatic,Petrol,"PKR 61.5 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2017 - Import 2020 - Registered 2021 - 2 keys available
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10910608,Honda Civic 1.8 i-VTEC CVT 2016,2016,"90,000 km",1800 cc,Automatic,Petrol,"PKR 40.5 lacs
Financing starts at PKR 100,568/Month",Honda Civic 1.8 i-VTEC CVT Automatic Original paint and never been into any accident All services through authorised dealership Beautiful original silver metallic colour 1 or 2 piece ( fender and door ) spray on scratch Excellent driven and condition Complete documents with upto date taxes
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-karachi-10754454,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,2013,"85,000 km",1800 cc,Automatic,Petrol,PKR 32.85 lacs,"Honda Civic VTI Oriel Prosmatec 2013 model fully loaded 85,000kms genuinely driven 3rd owner Left side touchup due to scratches only, rest genuine Spotless car Heavy JBL speakers with Android panel Led head lights PRICE IS VERY REASONABLE AND FINAL (NO OFFERS) Absolutely no work required in car Transfer must Can be seen in dha phase 5 karachi"
https://www.pakwheels.com/used-cars/honda-grace-hybrid-2014-for-sale-in-karachi-10911074,Honda Grace Hybrid EX 2014,2014,"151,000 km",1500 cc,Automatic,Hybrid,PKR 40 lacs,"Honda Grace Hybrid Model 2014 Dec self import in August 2017 at 24000kms rest driven in Karachi city only and registered with special number in August 2017. Pearl White colour and top of the line version which is EX with HID Lights, Heated seats, Radar, Cruise Control, Sports Mode and Econ Mode, Automatic braking, Paddle Shifters and Original two tone leather and fabric seats. Immaculate condition driven in city only mainly DHA. New tyres recently installed all electronics working properly radar and other features are all working. It gives mileage of between 15 and 17km per litre. No foolish offers and price is negotiable and transfer is must."
https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-10913638,Honda City 1.3 i-VTEC 2018,2018,"120,000 km",1300 cc,Manual,Petrol,"PKR 35.5 lacs
Financing starts at PKR 88,152/Month",Owned by Army Officer. 100% maintained by dealership. Original return file is available . Complete service history available. Totally driven on petrol. All taxes paid.
https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-10914182,Honda City Aspire 1.3 i-VTEC 2013,2013,"105,000 km",1300 cc,Manual,Petrol,PKR 28.9 lacs,Total genuine Just one fendor spray only Neat and clean Engine suspension hundred percent Totally mainatined from honda 15.5 average in city
https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-bannu-10914179,Honda City VTEC Steermatic 2006,2006,"500,000 km",1500 cc,Automatic,Petrol,PKR 19 lacs,After Market Alloy rims. Auction sheet can be verified. All original documents are complete . Driven on petrol throughout . Price is flexible. Need to sell the car urgently. Token tax is up to date.
https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-10913668,Honda Civic Oriel 2022,2022,"85,000 km",1500 cc,Automatic,Petrol,"PKR 75.5 lacs
Financing starts at PKR 93,740/Month",Bumper to Bumper genuine Scratchless One hand used only Serious buyers contact only.
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10794118,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"59,375 km",1800 cc,Automatic,Petrol,"PKR 48.5 lacs
Financing starts at PKR 103,229/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 2 keys available
https://www.pakwheels.com/used-cars/honda-hr-v-2025-for-sale-in-islamabad-10902924,Honda HR-V e:HEV 2025,2025,10 km,1500 cc,Automatic,Hybrid,Call for price,Honda HRV Hybrid Model 2025 Brand new zero meter car Contact for details
https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-10914312,Honda City 1.3 i-VTEC 2014,2014,"68,000 km",1300 cc,Manual,Petrol,PKR 31 lacs,"Honda city 2014 i-VTEC. Bumper to bumper geniune. spotless and scratchless body. Engine ,gear,suspension 100 percent. All original documents are complete . Driven on petrol throughout . Sealed and powerful engine . Need to sell the car urgently.. Fully maintained car. Home used only. Whole car is in mint condition. Price is slightly negotiable. No work required . Only seroius buyers can contact me."
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-10816042,Honda Civic Turbo 1.5 VTEC CVT 2016,2016,"139,000 km",1500 cc,Automatic,Petrol,"PKR 48.5 lacs
Financing starts at PKR 103,229/Month",honda civic turbo 1.5 full oftion good condition 2 pice touch top of the line home use car
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10903370,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"62,000 km",1800 cc,Automatic,Petrol,PKR 66.5 lacs,"Honda civic oriel ug -Car is in immiculate condition -Top of the line version -No repaint or touching -Car drives and smells like a brand new zero metre car -spare key available -Brand new tyres -price is almost final reasonably demanded according to it’s condition,minor negotiation possible only."
https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-lahore-10914192,Honda Vezel Hybrid X L Package 2014,2014,"85,000 km",1500 cc,Automatic,Hybrid,PKR 42.5 lacs,All original documents are complete . 2nd owners
https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-islamabad-10906869,Honda City EXi 2002,2002,"347,000 km",1300 cc,Manual,Petrol,PKR 12.99 lacs,"Army Officer driven. . . Inner Total Geniune Outer affected by hailstones. Engine is Excellent Chilled AC Suspension 100% Ok Alloy Rims Tyre 70 Roof Geniune Alignment 100% Smooth Milage local 11-12, Long 18-19 Into Genuine Seals never accident. Smart card Smooth drive This car is not for dealers and resellers as i have spent almost 3 lac on maintenance, almost all works has been done, such as Silencer with complete line, Fuel tank, Fuel line, Fuel pump, Hydrolic pump, new Radiator, Geniune chimtay, japanese front wheel bearing, Geniune water body, Geniune water jacket. Almost all faulty parts converted into fresh Genuine parts. so this car will not suit for resellers, Its for end users as it has no more work for next 7 to 8 yaers, InshaAllah. Note: No work required except body paint."
https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-rawalpindi-10914247,Honda Civic Oriel 2023,2023,"80,000 km",1500 cc,Automatic,Petrol,"PKR 78.5 lacs
Financing starts at PKR 97,464/Month",Honda Civic Oriel Model: 2023 Registered: Punjab. 100% Genuine paint on body and scratchless condition. Authorised dealership maintained from day 1st. Brand new Yokohama advan db tyres installed. Mostly used on motorways. 2 Genuine remote keys and all manuals and warranty booklet available. Untouch tools and spare wheel available. Just like a brand new vehicle with genuine fragrance. Price is slightly negotiable on the spot for serious buyers only. Location: EXECUTIVE CARS Pindi cricket stadium inside food street Rawalpindi.
https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-10914277,Honda Civic 2014,2014,"100,000 km",1800 cc,Automatic,Petrol,PKR 37 lacs,Total Genuine New Tyers
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-faisalabad-10572529,Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,2013,"110,000 km",1800 cc,Automatic,Petrol,PKR 38.5 lacs,Total genuine Fully maintained through authorized dealership. Complete original file is availble .
https://www.pakwheels.com/used-cars/honda-n-wgn-2022-for-sale-in-multan-10914210,Honda N Wgn G 2022,2022,"33,000 km",660 cc,Automatic,Petrol,PKR 36.5 lacs,"HONDA N WGN 2022 MODEL 2025 FRESH IMPORT 33,000 KMS VERIFIABLE AUCTION SHEET AVAILABLE AT ROLLING WHEELS LOCATION: CHUNGI NO. 8. MULTAN)"
https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-10913609,Honda City Aspire 1.5 i-VTEC 2019,2019,"115,000 km",1500 cc,Manual,Petrol,"PKR 36.8 lacs
Financing starts at PKR 91,381/Month","Maintained condition, No work required Serious buyers contact only."
https://www.pakwheels.com/used-cars/honda-vezel-2021-for-sale-in-islamabad-10461712,Honda Vezel e-HEV Z 2021,2021,"27,076 km",1500 cc,Automatic,Hybrid,"PKR 94.5 lacs
Managed by PakWheels",- PakWheels inspected car - Inspection report attached - Number plates not issued - 1st Owner - Token Tax Paid - Manufacture 2021 - Registered 2024 -Documents available - 2 keys available
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10879205,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"19,008 km",1800 cc,Automatic,Petrol,"PKR 63 lacs
Financing starts at PKR 100,568/Month
Managed by PakWheels",Ceramic coated PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax will be Paid Manufacture 2020 Registered 2020 Documents available 2 keys available
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-multan-10913224,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"31,710 km",1800 cc,Automatic,Petrol,"PKR 62 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2020 Registered 2020 2 keys available
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-10899006,Honda Civic Oriel Prosmatec UG 2016,2016,"89,900 km",1800 cc,Automatic,Petrol,"PKR 43.95 lacs
Financing starts at PKR 101,340/Month","Honda Civic UG (2016) – Black Colour – 100% Original – Like Brand New • Mileage: 60,000 km • Variant: UG (Sunroof) • Condition: 100% original — no paint, no touch-ups • Ownership: 1st Owner • Model Year Upgrade: 2020 model lights installed • Colour: Black • Location: DHA Phase 6, N Block • Car Condition: Just like brand new (interior + exterior) Highlights • UG variant with Sunroof • Fully genuine, bumper to bumper • No repaint, no accident • Neat & clean interior • Smooth suspension & engine • Used with extreme care"
https://www.pakwheels.com/used-cars/honda-hr-v-2024-for-sale-in-lahore-10896866,Honda HR-V VTi-S 2024,2024,"31,000 km",1500 cc,Automatic,Petrol,"PKR 72 lacs
Financing starts at PKR 102,165/Month",-Total genuine Honda maintained -PPF and Glass coating done by Reflection DHA. -Spare wheel untouched. -All documents are complete -2 keys -Price is negotiable but no lowballing kindly. Brand new condition runs smoothly without any issues. For more information call.
https://www.pakwheels.com/used-cars/honda-n-wgn-2022-for-sale-in-islamabad-10806101,Honda N Wgn Custom 2022,2022,"17,840 km",660 cc,Automatic,Petrol,"PKR 40 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2022 Registered 2025 1 key available
https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-sargodha-10914027,Honda BR-V i-VTEC S 2017,2017,"80,000 km",1500 cc,Automatic,Petrol,"PKR 38.5 lacs
Financing starts at PKR 95,602/Month",honda br-v 2017 /18 2 price touch Original return file is available . Exchange option can be considered. Brand new tires installed. Engine is good condition . All token taxes are paid to date.
https://www.pakwheels.com/used-cars/honda-hr-v-2025-for-sale-in-islamabad-10913488,Honda HR-V 2025,2025,20 km,1500 cc,Automatic,Hybrid,PKR 87 lacs,All new HR-V •HEV variant • 2025 model fresh car • Best option for an HEV For further information contact.
https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-phalia-10914164,Honda Vezel Hybrid Z 2014,2014,"152,000 km",1500 cc,Automatic,Hybrid,PKR 43.5 lacs,"Mashallah very Good condition car 2014/ registered in 2017 2,3 touchup Inner pack Engine ,gearbox guaranteed . Suspension 100% Very nice car for family . Everything is working no engine check light , no errors"
https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-10914151,Honda City 1.3 i-VTEC 2018,2018,"60,000 km",1300 cc,Manual,Petrol,"PKR 37.25 lacs
Financing starts at PKR 92,498/Month",100% original. Price is slightly negotiable. Exchange is possible with small 660c car. Looking to sell the car urgently
https://www.pakwheels.com/used-cars/honda-n-box-2022-for-sale-in-rawalpindi-10784874,Honda N Box Custom GL 2022,2022,"9,904 km",660 cc,Automatic,Petrol,PKR 32.75 lacs,HONDA N Box 2022/24 Unregistered Redwine color
https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-10914101,Honda City 1.3 i-VTEC Prosmatec 2016,2016,"148,000 km",1300 cc,Automatic,Petrol,"PKR 33.5 lacs
Financing starts at PKR 83,186/Month",2 peice touch engine 100% suspension 100% ac chilled seal by seal home used car tyres 60% no work required just buy and drive
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-jhelum-10914048,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"90,000 km",1800 cc,Automatic,Petrol,PKR 62 lacs,1 piece minor touch. Remaining all is very good in condition. Smooth in drive. Hurry up be the first to get this Beast.
https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-islamabad-10747698,Honda Civic RS 2023,2023,"34,314 km",1500 cc,Automatic,Petrol,"PKR 88 lacs
Financing starts at PKR 93,651/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2023 Registered 2023 Documents available 2 keys available
https://www.pakwheels.com/used-cars/honda-n-wgn-2022-for-sale-in-gujranwala-10896538,Honda N Wgn G 2022,2022,"49,391 km",660 cc,Automatic,Petrol,"PKR 35.75 lacs
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates not issued yet 1st Owner Token Tax Paid Manufacture 2022 Import 2025 Registered 2025 Documents available 1 key available
https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-rawalpindi-10806590,Honda City 1.2L CVT 2024,2024,"20,000 km",1200 cc,Automatic,Petrol,"PKR 49.25 lacs
Financing starts at PKR 104,825/Month",Honda City 1.2L CVT Model: 2024 Registered: Islamabad. Bumper to bumper genuine paint and scratchless spotless condition. Brand new tyres and alloy rims installed. Authorised dealership maintained. 2 Genuine keys and all manuals and warranty booklet available. Untouch tools and spare wheel. Just like a brand new vehicle. Price is almost final. Location: G-13/4 Islamabad.
https://www.pakwheels.com/used-cars/honda-n-one-2013-for-sale-in-islamabad-10616227,Honda N One G 2013,2013,"149,155 km",660 cc,Automatic,Petrol,"PKR 23.5 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2013 - Registered 2016 - 1 key available
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-10524549,Honda Civic 1.5 RS Turbo 2016,2016,"90,000 km",1500 cc,Automatic,Petrol,"PKR 53.5 lacs
Financing starts at PKR 104,382/Month","Honda Civic Turbo 2016 model White color 90,000 mileage Islamabad Registered Minor Touching on fender"
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10874074,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"92,890 km",1800 cc,Automatic,Petrol,"PKR 63.45 lacs
Financing starts at PKR 101,287/Month","Civic 2021 model Bumper to bumper total geniun,Also scratch less condtion Millage guranteed geniun with extreme caring used under 2nd ownership Seals and powerful engine,Ac, Heater perfect working,also suspension brand new condition Honda all maintenance log history, manuals books, with complete Documents biometric available Extra ordinary Neat clean Roam mostly driven on Hi-octane You can come with your expertise like danter,panter,pakwheels inspection etc Brand New tyres, Android install, Expensive Amplifier with heavy base tube and Rear Lenzo Alloy Rims worth 3 lac+ which is gift for new user by me Almost scratchless and Modified with original RS complete body kit install ,Roam raping all over, Ug with Outstanding perfect look Price Already reasonable so dnt expect too much"
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10881000,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"72,000 km",1800 cc,Automatic,Petrol,"PKR 44.9 lacs
Financing starts at PKR 103,530/Month","2017 Model Ug , Civic Silver color Tesla multimedia installed Facelifts ligts installed ,leather seats owner we are transfer must bumper to bumper geniune except one piece paint scratch milage 72k engine,suspension, abs 100% chilled ac perfect suspension smooth drive like brand new neat n clean interior outer new tyres"
https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-islamabad-10914042,Honda City 1.3 i-VTEC 2010,2010,"300,000 km",1300 cc,Manual,Petrol,PKR 24.8 lacs,"Honda city Car 2010 model , Smart Card everything from side"
https://www.pakwheels.com/used-cars/honda-n-box-2023-for-sale-in-lahore-10892801,Honda N Box Custom GL 2023,2023,"9,107 km",660 cc,Automatic,Petrol,PKR 38.5 lacs,Fresh Import 2025 2023 Model Remote Keyless Entry Very Low Mileage 9107 km Shiny White Color Duel Slide Door Power No.1 Japan Quality Cruise Control Push Start Engine Fully Automatic Air Conditioner Multi Media Steering Navigation System Back Camera Parking Sensor System Led Headlights Auto Brake Hold Function Heated Seats Transmission CVT Engine In Clean & Good Condition Verifiable Auction Sheet All Power Windows Led Sequential Turn Signal Lamps (Front) & Full Led Rear Combination Lamps Eco Idle Technology Runs & Drives Great Clean Interior & Exterior Power Steering Rear Wiper Immobilizer Sofa Seats Winker Mirror Retract Mirrors According To Honda Motor Corporation Japan 29.4 Km/l Glass With Ultra-violet Filter Steering: Power Assist Equipped Rack & Pinion Dual SRS Air Bag Traction Control High Quality Luxury Hatchback Brand New Tyres Anti-lock Brakes Passenger Airbag Fully Loaded
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-10857897,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"70,000 km",1800 cc,Automatic,Petrol,"PKR 54.5 lacs
Financing starts at PKR 106,333/Month",Second owner car. Well maintained. In all original paint.
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-10914063,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"82,000 km",1800 cc,Automatic,Petrol,"PKR 57.5 lacs
Financing starts at PKR 101,987/Month",First owner Total original UG Immaculation condition Price is almost final
https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-10914109,Honda City 1.3 i-VTEC Prosmatec 2019,2019,"84,000 km",1300 cc,Automatic,Petrol,"PKR 37.9 lacs
Financing starts at PKR 94,112/Month","Honda City ivtec Model 2019 Miliege 84000 1 piece Touchup Excellent interior Just buy n drive Demand 3,790,000"
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10882561,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2016,2016,"97,000 km",1800 cc,Automatic,Petrol,"PKR 36 lacs
Financing starts at PKR 89,394/Month","Honda Civic oriel vti Prosmetec 1.8 UG Model 2016 Registered 2016 Some piecs touchup other wise full genuine Mileage 97000km Price 36Lacs New Syed Motors Khalid Bin waleed Karachi, Pakistan"
https://www.pakwheels.com/used-cars/honda-n-one-2022-for-sale-in-lahore-10571952,Honda N One RS 2022,2022,"21,217 km",660 cc,Manual,Petrol,PKR 38.5 lacs,"HONDA N-ONE RS LED TURBO WITH 6 SPEED MANUAL GEAR SHIFTER 2022 Model : 2022. Import: 2025 Mileage: 21,217 km GRADE: 3 Verifiable Auction Sheet 660cc Turbo 6 Speed Manual Shifting Gears Front Both Heated Seats Under Dash White Ambient Lights Turbo Booster Indicator 3 piece Leather Stitched sports Steering Black Information Cluster Two Remotes Black Interior with Orange Trims Leather Stitched Gear Stick with ALUMINUM top 16-inch Low-Profile Matt Black RS Rims Alcantara Suede Leather Seats 3 Spoke Multimedia Steering Adoptive Cruise Control Power Windows Retractable Mirrors Power Mirrors LED Projection Head Lamps FRONT Bumper LED Lights Mugen Power Red Door Hinges Mugen Honda Inside Door Handles Paint Protectors Blacked Out Lava Tail Lights HONDA SENSING ADAS Features Lane assist Eco Idle Traction control Font+Back Parking Sensors Reverse Cam 2 in1 DRL front Rings Light+Indicators Original Honda RS Floor Mats Front Dash Cam Chrome Fuel Tank Cap Electric Parking Brake"
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-10831252,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"69,363 km",1800 cc,Automatic,Petrol,"PKR 61.5 lacs
Financing starts at PKR 98,174/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available
https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-karachi-10910059,Honda Vezel Hybrid Z 2014,2014,"100,000 km",1500 cc,Automatic,Hybrid,PKR 37.5 lacs,"Honda Vezel Z Package Model: 2014 Registration: 2016 Mileage 100,000 Roof railing, alloy wheels, climate control, paddle shifters, dual climate control, dual heated seats. Beautiful White interior installed, no work needed. Three pieces re-sprayed only die to scratches otherwise the car is all original. Price : 3,750,000/-"
https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-karachi-10914069,Honda City 1.3 i-VTEC Prosmatec 2020,2020,"98,000 km",1300 cc,Automatic,Petrol,"PKR 39 lacs
Financing starts at PKR 96,844/Month",City ivtec 2020 Totally Genuine Miliege 98000 Excellent condition Demand 3900000
https://www.pakwheels.com/used-cars/honda-insight-2018-for-sale-in-karachi-10694499,Honda Insight EX 2018,2018,"27,040 km",1500 cc,Automatic,Hybrid,"PKR 95 lacs
Managed by PakWheels",Android Box Install PakWheels inspected car Inspection report attached Number plates not Issued 1st Owner Token Tax Paid Manufacture 2018 Registered 2022 Documents available 1 key available
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-10905040,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"62,000 km",1800 cc,Automatic,Petrol,"PKR 59.8 lacs
Financing starts at PKR 106,067/Month",Model Year 2020 Registered 2021 Secomd Owner Total Geniuine Body Guranteed Scratchless Body only 1 door spray for a lil scratch Rest Guranteed Geniuine 100% UG TOP OF THE LINE MODEL IN CIVIC Brand new tyres Spare wheel still unused Biomatric On The Spot Token Taxes Paid Till 2026 Body Engine Suspension 100% Price is almost final.
https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-rawalpindi-10914159,Honda City Aspire Prosmatec 1.5 i-VTEC 2020,2020,"98,000 km",1500 cc,Automatic,Petrol,"PKR 42.5 lacs
Financing starts at PKR 105,535/Month",First owner car. Just buy and drive used in local Rawalpindi and Islamabad. Non accident car. Total Genuine. Only bumpers can paint. Total genuine mileage. For more details contact. Authorized dealership maintained. All token taxes are paid to date. Urgently need to sellthe car.
https://www.pakwheels.com/used-cars/honda-vezel-2021-for-sale-in-rawalpindi-10880502,Honda Vezel Hybrid X 2021,2021,"110,641 km",1500 cc,Automatic,Hybrid,PKR 92 lacs,Honda Vezel X 2021 Model / 2021 Zero Import 2022 registerd Islamabad number Total genuine 110641 KM
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-rawalpindi-10914006,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2010,"122,000 km",1800 cc,Automatic,Petrol,PKR 26.85 lacs,Total Geniune Except Two Piece On side Minor Spray For Fresh Look Inner Seal By Seal Engine Mecanical Is in Very Good Condition Tyres Recently Brand New Installed On My Name Return File IN Hand Bio Metric On the Spot No work Required Just Buy And Drive Dont Ask Foolish Offers Price is Olready Very Reasonable Dealers time Wasters Please Stay Away Only Serious Buyers Can contact
https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-10914062,Honda City Aspire 1.3 i-VTEC 2015,2015,"114,000 km",1300 cc,Manual,Petrol,PKR 30.5 lacs,Lightweight allow rims . All original documents are complete . Totally driven on petrol. Minor touchups . Non accidental. Original Book is available. Price is flexible. Need to sell the car urgently.
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10891547,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"60,043 km",1800 cc,Automatic,Petrol,"PKR 47.5 lacs
Financing starts at PKR 101,100/Month","Honda Civic 2017 – Super White • Army Officer Used • 100% Genuine / No Paint 🤍 Model: 2017 Colour: Super White Mileage: 60,000 KM (Genuine) Condition: 100% Genuine – NO PAINT, Not a single touch-up Ownership: Army Officer Used – First Owner Sunroof: Yes Interior: Black + Beige (Neat & Clean – Just like brand new) Engine / Suspension: 100% OK Tyres: 80% Token Tax: Up to date Smart Card Available Karachi Registered Car is totally genuine —"
https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-lahore-10914016,Honda Civic EXi 2003,2003,"100,000 km",1500 cc,Manual,Petrol,PKR 16 lacs,"For Sale: 2003 Honda Civic in Metallic Blue No Accidents: This car is in excellent condition with no accidents at all. Well-Maintained: Recently serviced, fresh oil, and the engine runs perfectly. Tires are about 80% good. Features: Includes multimedia, quality speakers, central locking, power steering, and stylish aftermarket body kits. Clean Interior: Spotless and well-kept, giving it a fresh look. Shower for fresh look. Biometric on spot available This 2003 Honda Civic is truly a gem. If you’re looking for a car under 1575000thousand, please do not contact. Contact only on whatsapp"
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-multan-10701808,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,"40,545 km",1800 cc,Automatic,Petrol,"PKR 54 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Retractable Mirrors - Speakers - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2019 - Registered 2019 - 2 keys available
https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-10913963,Honda City 1.3 i-VTEC 2019,2019,"60,000 km",1300 cc,Manual,Petrol,"PKR 39.7 lacs
Financing starts at PKR 98,582/Month",Inside out fully original. Driven on petrol throughout . Call/SMS only during office hours please. Lifetime token tax paid. Brand new tires installed. Original book is available as well.
https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-10848951,Honda Vezel Hybrid RS Honda Sensing 2016,2016,"111,000 km",1500 cc,Automatic,Hybrid,PKR 58 lacs,Honda Vezel RS Sensing 2016 model 2021 Import 2021 Punjab Registered First owner R grade Verifiable auction sheet 111000 Kms genuine mileage Neat and clean interior Brand new tyres installed Gathers Head Unit Auto retractable side mirrors Auto levelling headlights Auto headlights Climate control All fluids changed
